id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23200753,"Spacious, Luxury Home Near Aviva & Ballsbridge",172513876,Brian,,Dublin City,53.33825346865677,-6.23693856248387,Entire home/apt,269,2,27,2018-10-14,3.48,1,287
23204813,Luxury Double Room With Private Bathroom,12873847,Enrico,,Dublin City,53.349858218274946,-6.242668192237767,Private room,145,3,3,2018-10-03,0.42,3,2
23211095,"Lovely Apartment, Heart of Grand Canal Dock!",172621090,Kevin,,Dublin City,53.34226893820661,-6.234504812185124,Private room,59,2,11,2018-10-08,1.41,1,353
23211706,Central and Tastefully Renovated 1BD Apartment,172507270,Flavio,,Dublin City,53.35234233014944,-6.257786797884282,Entire home/apt,120,2,47,2018-09-27,5.88,1,50
23214272,Loft - Dublin Downtown,1820033,Luan,,Dublin City,53.337429711410586,-6.253899923547036,Entire home/apt,120,2,6,2018-06-05,0.90,1,142
23214280,Sunny bedroom in renovated Victorian home,3006333,Caroline,,Dublin City,53.33376873998055,-6.281205872587691,Private room,45,2,0,,,2,0
23217559,Funky Double Bedroom in city centre D6 Rathmines,23060759,Justyna,,Dublin City,53.321486528058365,-6.264291673781474,Private room,60,2,1,2018-03-22,0.14,2,0
23217643,Penthouse apartment in the heart of the city.,10676470,Jonnie,,Dublin City,53.33819017962179,-6.273324946154101,Entire home/apt,180,2,33,2018-10-14,4.97,1,37
23218464,Period House in the Heart of Dublin,168554160,Anthony,,Dublin City,53.35607151975427,-6.272877864300076,Entire home/apt,199,2,46,2018-10-12,6.27,2,318
23220336,*Temple bar* Ensuite bedroom in the city centre,171504227,Ivana,,Dublin City,53.34146494779135,-6.2714137321098855,Private room,60,2,8,2018-08-06,1.13,1,0
23225572,Double Bedroom beside the Royal Canal,156775755,Rob,,Dublin City,53.37610978151168,-6.315884262551087,Private room,55,1,0,,,1,0
23227012,Private double room in Dublin,16719784,Eser,,Dublin City,53.33821514515799,-6.320951213376734,Private room,39,1,41,2018-10-04,5.23,1,87
23227475,City Centre Apt overlooking St Patricks day parade,96718120,Robert,,Dublin City,53.34098496358599,-6.273429554867717,Entire home/apt,365,3,0,,,1,0
23228842,COMFORTABLE APARTMENT - Apt 7 - 3 Guests,159222182,Tom,,Dublin City,53.32170279089692,-6.264208914785822,Entire home/apt,85,3,21,2018-10-06,2.68,8,64
23230929,Tintawn House - Skellig Single Room,43175938,Declan,,Dn Laoghaire-Rathdown,53.26081366112371,-6.203350943760712,Private room,45,7,10,2018-08-31,1.27,6,91
23231072,"Comfortable double studio, Rathmines",3541607,Aurelio,,Dublin City,53.325750805856,-6.259251915900696,Entire home/apt,62,2,2,2018-03-19,0.27,1,0
23231695,"Central,Cosy, free secured car parking, river view",4383542,Yves,,Dublin City,53.36302629691168,-6.2691020029537095,Private room,35,1,32,2018-10-03,4.10,3,12
23232106,"Big, bright and warm Apartment (2 bedroom)",36598209,Rebeca,,Dublin City,53.33526673780463,-6.290511299520373,Entire home/apt,180,2,2,2018-03-18,0.27,1,0
23232110,"Excellent double room Dublin 8, close to city",50231350,Louise,,Dublin City,53.33625581793686,-6.291022225688222,Private room,50,5,1,2018-03-22,0.14,1,0
23232658,Beautiful spacious apartment for 4.,30199160,Elaine,,Dublin City,53.32648523264963,-6.265713745280164,Entire home/apt,159,3,5,2018-10-07,0.67,1,25
23232666,Cosy double bedroom near the City Center,172859382,Marcus,,Dublin City,53.353788698540086,-6.240231129793562,Private room,52,2,15,2018-09-01,2.04,1,134
23233528,NewPrivatRoom/NorthDublin/15minDriveToAirport,172867982,Francesca,,Dublin City,53.406333388382976,-6.156664935911447,Private room,50,1,66,2018-10-12,8.18,1,22
23233845,Nice and Comfortable bedroon in the city center.,66769319,Patricia,,Dublin City,53.3525882071811,-6.264084037352,Private room,70,1,19,2018-08-26,2.77,1,52
23234121,Beautiful double room to rent,172876674,Brenda,,Fingal,53.61207874628165,-6.198378657568103,Private room,26,1,1,2018-05-21,0.20,1,180
23234809,"Well-located City Center Apartment, ideal for 2-4",4921855,Julia,,Dublin City,53.34646796801444,-6.2574631325554915,Entire home/apt,130,2,11,2018-09-30,1.78,1,4
23244314,"Stay in a stylish Victorian home, central to city",172985976,Debbie,,Dublin City,53.34715836869508,-6.344542252934223,Private room,70,1,48,2018-10-14,6.15,3,174
23247791,Cooperage Apartment,25259808,Ed,,Dublin City,53.339957723184924,-6.275169848907972,Entire home/apt,480,12,0,,,1,0
23247862,Dublin City Centre: In The Heart Of The City,88500418,Alan,,Dublin City,53.34955836912782,-6.254768306198433,Entire home/apt,150,2,5,2018-10-05,0.69,3,88
23251243,"Ensuite Double Bedroom, City Centre",27943894,Kasia,,Dublin City,53.34512174623081,-6.23881613792456,Private room,90,1,1,2018-02-17,0.12,1,0
23251385,"Perfect location for holidays, 2 double beds!",28488553,Dawn,,Dn Laoghaire-Rathdown,53.286398847096926,-6.127055581140752,Entire home/apt,115,3,1,2018-04-02,0.15,3,0
23251464,Great location in the heart of Dublin,173048602,Niall,,Dublin City,53.34069743670173,-6.272873399790444,Private room,190,2,9,2018-09-23,1.27,1,37
23252569,Double ensuite room,126263873,Connie,,Fingal,53.452044197067124,-6.156559068686104,Private room,65,1,31,2018-10-07,4.31,2,166
23252622,Spacious Ensuite Private Room. Very Centered.,15925252,Mor,,Dublin City,53.348389781503364,-6.269607751721749,Private room,100,2,13,2018-10-01,1.67,3,9
23252892,Cute Monkstown House (private room),846509,Mia,,Dn Laoghaire-Rathdown,53.2917111404168,-6.1587188253111655,Private room,31,1,6,2018-09-01,0.82,1,114
23255646,Temple Bar 195,69683252,Gavin & Niall,,Dublin City,53.34832193816919,-6.263668145400664,Entire home/apt,115,3,14,2018-09-21,1.97,11,17
23255919,Temple Bar 179,69683252,Gavin & Niall,,Dublin City,53.34668167270933,-6.262813055062552,Entire home/apt,115,3,14,2018-09-29,1.78,11,161
23255930,Large 2 bed House-Beside NAC and Phoenix Park,128869447,Damon,,Fingal,53.40311116518071,-6.439700427052704,Entire home/apt,100,2,8,2018-08-06,1.41,1,84
23261309,Central entire flat with 2 bedrooms / 2 bathrooms,10963953,Briac,,Dublin City,53.34443269345488,-6.239196326772787,Entire home/apt,300,2,0,,,1,0
23261958,Sunny 2-Bed apartment in Dundrum beside Luas.,173154883,Orlaith,,Dn Laoghaire-Rathdown,53.286234834755355,-6.235894917279103,Entire home/apt,140,2,16,2018-10-09,2.25,1,12
23264335,Lovely room in Kimmage Dublin,36152926,Fernando,,Dublin City,53.322150442276325,-6.2935781986755455,Private room,30,1,21,2018-10-15,2.88,1,325
23264996,HEART OF CENTRE | TEMPLEBAR | SIGHTS | FRANCIS ST,83279131,Gill,,Dublin City,53.341789459421605,-6.275990158461721,Entire home/apt,150,2,34,2018-09-25,4.38,1,0
23265741,Spacious Penthouse. Best Location.,15925252,Mor,,Dublin City,53.350426007375944,-6.2706887897499515,Entire home/apt,250,2,4,2018-09-09,0.55,3,16
23268112,Bright & Convenient  in the heart of Dublin,173170506,Ruban,,Dublin City,53.349396681939325,-6.264798187155326,Entire home/apt,145,3,56,2018-10-10,6.97,1,278
23268291,"Grand Canal Dock, Dublin 4",141683149,Sean,,Dublin City,53.34011455948436,-6.237670475886403,Private room,70,2,35,2018-10-13,5.44,1,156
23268554,The Little Piece Of Heaven Dublin,173195654,Ana,,Dublin City,53.34251950985012,-6.2761772218541205,Private room,30,3,37,2018-10-01,4.76,2,0
23268729,Double room in the heart of Rathmines!,3401265,Sarah,,Dublin City,53.31891912652482,-6.2659630812553315,Private room,70,2,0,,,2,0
23269299,Double room available for 6 weeks,173202084,Declan,,Dublin City,53.3423173413781,-6.233899250590152,Private room,25,25,0,,,1,0
23271027,City Centre IFSC - 2 Bed - newly renovated,48937134,Anne,,Dublin City,53.35025452849921,-6.246553711254346,Entire home/apt,219,61,4,2018-04-30,0.56,1,0
23272418,Cozy Male Shared Room in Dublin- Griffith: R1 - B2,170049744,Service,,Dublin City,53.33141554871446,-6.276796032494166,Shared room,35,2,2,2018-06-18,0.33,14,13
23272816,Cozy Male Shared Room in Dublin_Griffith: R3 - B1,170049744,Service,,Dublin City,53.331204867092914,-6.277567346325177,Shared room,50,2,0,,,14,13
23272992,Cozy Male Shared Room in Dublin - Griffith: R1-B4,170049744,Service,,Dublin City,53.33117895813939,-6.277007347854184,Shared room,30,2,0,,,14,13
23273928,Beautiful twin room in Whitehall,8629213,Susan,,Dublin City,53.38835950583869,-6.25668292001057,Private room,74,2,15,2018-10-02,1.92,2,51
23281477,Modern 2 Bedroom Apartment + Great Location,173326555,Aisling,,Dublin City,53.339121331318374,-6.24105198881355,Entire home/apt,80,3,18,2018-08-06,2.47,1,9
23284546,Cosy City Centre House,161307302,Dan,,Dublin City,53.3600099550185,-6.27200161988703,Entire home/apt,139,2,15,2018-09-14,2.05,1,0
23286302,Duplex app. City center 1 guest,72384011,Nuno,,Dublin City,53.35097627473068,-6.2764365856156745,Private room,50,1,3,2018-08-25,0.39,4,0
23286546,Bright Dublin Town House,145337935,Fran,,Dublin City,53.33434457410619,-6.291420838115466,Private room,65,30,3,2018-03-17,0.39,1,105
23289593,"Cosy Double Room, Private Bathroom & close to all!",165024603,Caroline,,Dublin City,53.3427430533659,-6.282862482397409,Private room,31,2,28,2018-09-16,3.85,1,3
23292350,Modern 2 Bed City Centre Apartment!,22126097,Emma,,Dublin City,53.3513816301749,-6.253737180277805,Entire home/apt,150,2,21,2018-10-07,2.86,1,4
23292804,Single Room Great Location!,27941192,Susana,,Dublin City,53.33608970794642,-6.26433583711267,Private room,38,2,9,2018-08-06,1.22,2,44
23299655,Rathmines Unique Double Room w/ Panoramic Views,15425561,Tim,,Dublin City,53.328313058513714,-6.273235345395536,Entire home/apt,90,2,10,2018-07-29,1.25,1,4
23299752,Perfect location! Stylish 3 Bed House City Centre,38011954,Cian,,Dublin City,53.341319442529986,-6.281350920038243,Entire home/apt,200,1,21,2018-09-10,2.86,1,238
23300848,Amazing City Centre Apartment.,10876345,Mark,,Dublin City,53.34016482225181,-6.284930713295665,Entire home/apt,112,1,43,2018-10-04,7.25,1,1
23301426,Cozy MALE Shared Room in Portobello: R3 - Bed1,170049744,Service,,Dublin City,53.33099031660406,-6.268927123650215,Shared room,30,2,1,2018-05-19,0.20,14,13
23301970,Private room& Ensuite.Close to citycentre &airport,49285632,Teresa,,Dublin City,53.37138381423042,-6.237442327760217,Private room,50,2,36,2018-09-28,4.50,4,21
23303532,Cozy Male Shared Room in Dublin - Griffith: R3-B2,170049744,Service,,Dublin City,53.33101237473164,-6.278317642941056,Shared room,30,2,0,,,14,13
23304859,Large Ensuite Double Bedroom near city centre,60388036,Corinna,,Dublin City,53.36046981028265,-6.2387764733546,Private room,40,1,8,2018-10-14,2.58,1,29
23306011,"Private double bedroom, near to the airport & city",49285632,Teresa,,Dublin City,53.37091147886786,-6.237631116947304,Private room,50,2,26,2018-09-27,3.32,4,15
23309630,Beautiful River View En-Suite Studio Apartment,34908168,John,,Dublin City,53.34633901190478,-6.271641280684156,Private room,75,1,10,2018-07-13,1.33,6,0
23310234,"Ali's place :) - double bed, separate bathroom",9983316,Aleksandra,,South Dublin,53.32884694209213,-6.384264812167483,Private room,29,1,43,2018-10-09,5.58,1,123
23310945,Incredible private room,36436243,Stephen,,Dublin City,53.34098086193031,-6.239593517072471,Private room,15,1,0,,,4,0
23315406,"Large Victorian 3 Bed, in the perfect location!",127984226,Jonothan,,Dublin City,53.34124661922094,-6.232867284068028,Entire home/apt,198,2,15,2018-09-23,2.51,7,6
23315433,Fantastic 1 Bed Apartment in the Heart of Dublin,172462005,Peter,,Dublin City,53.343351377140905,-6.270236358132641,Entire home/apt,140,2,26,2018-10-03,3.35,1,158
23317832,Sea view studio apartment (purple),15351872,Mary & Jason,,Fingal,53.52758858886443,-6.087515332411992,Entire home/apt,83,2,8,2018-10-06,1.11,5,296
23318889,Charming house near city centre,47615579,Tata,,Dublin City,53.32793712277746,-6.258567656082512,Entire home/apt,310,2,15,2018-10-02,2.11,1,0
23319689,Gum-tree View,166535723,Yasmin,,Fingal,53.55656437224065,-6.287353296231178,Entire home/apt,60,1,79,2018-10-05,10.72,1,289
23322383,"Bright, Light & Quiet- Newly Renovated Apt",173681853,Alison,,Dublin City,53.34338662584818,-6.276266249210678,Entire home/apt,145,2,29,2018-08-24,3.75,1,0
23323651,Quaint studio for 2/3in period home near Croke Pk,27421327,Rose And Brendan,,Dublin City,53.361563790238804,-6.249378873131534,Entire home/apt,65,2,45,2018-10-01,5.95,5,62
23324663,Charming Apartment Close to Everything!,168554160,Anthony,,Dublin City,53.3576377439672,-6.272447658845757,Entire home/apt,99,2,30,2018-10-12,4.09,2,282
23325066,Comfortable family home close to Dublin centre.,11867712,Dymphna,,Dublin City,53.32345383176114,-6.320238684656253,Entire home/apt,68,2,0,,,2,0
23325352,Comfortable home close to city.,11867712,Dymphna,,Dublin City,53.32477480870816,-6.3201022613803834,Entire home/apt,85,2,0,,,2,0
23326724,The cosy private house in Citywest Dublin.,173720349,Roma,,South Dublin,53.279756023043035,-6.425477277077532,Entire home/apt,75,1,64,2018-09-17,8.35,1,0
23327016,Top floor views,173723578,Danny,,Fingal,53.37098019959321,-6.370460085097698,Private room,28,3,1,2018-02-26,0.13,1,358
23330452,Large double ensuite room,126263873,Connie,,Fingal,53.45359127717572,-6.155923835157196,Private room,60,1,3,2018-06-10,0.38,2,149
23331746,Double Bed with PRIVATE BATHROOM in City Centre,173351235,David,,Dublin City,53.34957541095773,-6.271155115038937,Private room,150,2,5,2018-10-15,2.21,2,6
23331828,Make this Dublin home your own ,16580209,Carlos,,Dublin City,53.34527718257949,-6.278192479108516,Entire home/apt,182,1,0,,,2,0
23331951,Entire 1BR apt w/ double bed near city center,1961000,John,,Dublin City,53.34116546694285,-6.2343436693640575,Entire home/apt,55,3,3,2018-05-20,0.42,1,125
23334075,Santry Relax Spot,173794932,Hugo,,Dublin City,53.399530268038355,-6.256274726548543,Private room,42,2,25,2018-09-07,3.39,1,2
23335311,Beautiful Georgian Home in Dublin 4,19574205,Brenda,,Dublin City,53.33042815231314,-6.242129292775531,Entire home/apt,120,1,0,,,1,0
23340219,Temple bar central spot,114711637,Nita,,Dublin City,53.34519510819249,-6.26846020044193,Entire home/apt,182,4,35,2018-09-24,5.25,4,134
23340499,Charming ensuite Attic room in Blackrock-Dublin,29649532,Tiago,,Dn Laoghaire-Rathdown,53.30317490757167,-6.200803567565737,Private room,50,1,6,2018-08-01,0.77,2,0
23341704,Modern & Central 1 Bed Apt in Dublin 1!,130166362,At,,Dublin City,53.350786773942716,-6.268032537877646,Entire home/apt,100,2,36,2018-10-06,4.93,1,37
23349502,"Modern Flat with a view, few mins from CityCentre",105951574,Bassel,,Dn Laoghaire-Rathdown,53.280555417464456,-6.213935195073821,Private room,50,2,9,2018-08-13,1.23,1,0
23351618,"Townhouse in Portobello, amazing location!",22872083,Mel,,Dublin City,53.33125337383469,-6.26886509250487,Entire home/apt,180,3,0,,,1,0
23352196,Modern apartment in the heart of Dublin City,21413323,Yves,,Dublin City,53.337503713235435,-6.252559617461996,Entire home/apt,98,2,1,2018-02-18,0.12,1,0
23353236,"Stunning Interior - Period house, modern comforts",65477165,Aoife,,Dublin City,53.313741591336615,-6.270538598952915,Entire home/apt,750,5,0,,,1,257
23354047,Private bedroom in Dublin 3,174013572,Titouan,,Dublin City,53.365814708180935,-6.246680767657923,Private room,29,1,2,2018-03-18,0.27,1,0
23354619,Double room Best Location City Centre,19901034,Mark,,Dublin City,53.3304272036081,-6.251140696694763,Private room,200,2,0,,,1,0
23355072,Luxurious & Bright Donnybrook Village Apartment,21002846,Shairon,,Dublin City,53.32487904815113,-6.2412572132486455,Entire home/apt,139,7,3,2018-08-20,0.73,1,350
23356938,Two bedroom house in the heart of Stoneybatter,174046947,Leonel,,Dublin City,53.35060353526377,-6.286118909432816,Entire home/apt,105,2,25,2018-10-07,3.41,1,58
23362630,Entire 1 bedroom luxury apartment,47615016,Telma,,Dublin City,53.36667612942145,-6.258080076569511,Entire home/apt,175,3,2,2018-03-24,0.28,1,90
23364716,Double room to get lost & explore heart of Dublin,16580209,Carlos,,Dublin City,53.34464673659897,-6.276019552808186,Private room,58,1,1,2018-05-01,0.18,2,8
23367530,South Dublin quiet charm with city access,62621350,Therese,,Dn Laoghaire-Rathdown,53.24801696094666,-6.14239099353629,Private room,50,1,0,,,1,8
23368730,Heyward Mews Holiday Homes (Sleeps 6),98759090,Trident Holiday Homes,,Fingal,53.48743521964707,-6.270683074843439,Entire home/apt,272,1,0,,,4,233
23368731,Heyward Mews Holiday Homes (Sleeps 5),98759090,Trident Holiday Homes,,Fingal,53.48811647163054,-6.269854741805706,Entire home/apt,250,1,1,2018-05-24,0.21,4,281
23370345,Luxury 3 storey home near the sea,10007672,Dee,,Dn Laoghaire-Rathdown,53.24827849134708,-6.139216274879982,Entire home/apt,170,4,6,2018-10-09,1.64,1,134
23372076,Saggart Lodge Court,168717611,Joan,,South Dublin,53.28289930439926,-6.439940045605268,Private room,50,1,11,2018-04-30,1.55,1,13
23373379,1x bed city centre apartment,60192550,Stephen,,Dublin City,53.33159654489067,-6.26630047510447,Entire home/apt,999,1,12,2018-09-23,1.64,10,6
23373382,"Cozy ensuite double room, private parking space",174213822,Karolyne,,Fingal,53.419191634886154,-6.385342371482833,Private room,300,3,3,2018-06-28,0.48,1,13
23373526,Merton Ave - Victorian Red Brick Terraced House,174214559,Brian & Saro,,Dublin City,53.33240071987039,-6.281311224438813,Entire home/apt,168,3,20,2018-09-30,3.68,1,226
23374068,Entire two bedroom apartment in coastal Malahide,174213072,Karina,,Fingal,53.45234981811924,-6.18978907684866,Entire home/apt,120,2,28,2018-09-22,3.96,1,10
23376883,Lovely and comfortable bedroom,2670984,Giovanni,,Dublin City,53.342494441539074,-6.230912957099372,Private room,60,2,11,2018-09-28,2.02,1,89
23377234,*PERFECT LOCATION* with free Parking,174254649,Steve,,Dublin City,53.344448501503905,-6.275535428683968,Entire home/apt,160,2,29,2018-10-01,3.69,1,55
23381305,"Spacious comfortable 2 bed  home, Terenure, Dublin",113254720,Annette,,South Dublin,53.30810546125535,-6.311534372937516,Entire home/apt,160,5,1,2018-08-25,0.57,1,32
23384487,Modern Home with Amazing Private Patio,7103221,Noele,,Dublin City,53.334295318964074,-6.269851175266754,Entire home/apt,100,2,17,2018-09-19,2.33,1,10
23384621,blue haven,174332259,Julia,,Dn Laoghaire-Rathdown,53.26118170723303,-6.138892771280154,Private room,34,2,8,2018-10-08,1.13,3,87
23387173,Comfortable single bedroom.,153424801,Patsy,,Dn Laoghaire-Rathdown,53.28010585882399,-6.231849022447765,Private room,45,1,36,2018-10-11,4.68,2,63
23387240,Double bedroom with own bathroom in Dublin 8,174354685,Isaah,,Dublin City,53.33579630540121,-6.2747873487099115,Private room,38,1,4,2018-03-25,0.50,1,0
23387270,Large City Centre Apt w/ a sunny terrace & parking,6665267,Joe,,Dublin City,53.35363889720282,-6.261398438927112,Entire home/apt,275,3,5,2018-08-13,0.76,1,259
23387578,Double Bedroom Large | Temple Bar City center,103478465,Jan,,Dublin City,53.345397858974714,-6.267542361212821,Private room,79,2,14,2018-09-16,1.91,1,0
23388503,Great Location and Luxury Double bedroom,55938311,Johan,,Dublin City,53.344877919882926,-6.238435902210214,Private room,80,1,46,2018-09-21,6.76,1,0
23390231,cosy bedroom in cottage+,143688295,Brian,,Fingal,53.445098288764655,-6.227087196653939,Private room,67,1,4,2018-08-11,0.56,27,88
23391090,5 mins from airport/ lovely cottage,143688295,Brian,,Fingal,53.443702466749905,-6.228865866091603,Private room,67,1,14,2018-09-04,1.79,27,365
23393139,"Cerise Room
40",174332259,Julia,,Dn Laoghaire-Rathdown,53.26174596816637,-6.138211882169756,Private room,35,2,13,2018-10-12,1.64,3,94
23394090,Bright room in a family home,16184642,Kristiana,,Dublin City,53.337285352819066,-6.3135588599729076,Private room,32,2,20,2018-08-06,2.64,1,0
23394419,Homely place,174416403,Nikki,,Dublin City,53.33274549742814,-6.266022361000651,Private room,40,1,34,2018-08-24,4.49,1,45
23395253,Large one bed apt lounge & kitchen,174424926,Tom,,Dublin City,53.38284823851674,-6.2068492559710124,Entire home/apt,80,2,33,2018-10-13,4.19,1,117
23397938,Beautiful Apartment in Classical Leeson Street 511,128972801,Colm,,Dublin City,53.328327967019604,-6.247878173072218,Entire home/apt,200,1,13,2018-10-08,8.67,2,42
23406838,Modern Bright Room Dublin City Centre,174536667,Shuey,,Dublin City,53.34384239096278,-6.263788945538057,Private room,75,1,48,2018-10-13,6.58,6,103
23406928,The Nest: A Cozy Private Studio Apartment,2339781,Dezirae,,Dublin City,53.3617435694658,-6.277048313073803,Entire home/apt,199,1,5,2018-06-19,0.70,1,0
23408171,New Bright Double Bedroom Right In City Centre,174536667,Shuey,,Dublin City,53.342563477002884,-6.263065549024109,Private room,60,1,52,2018-10-07,7.09,6,102
23408332,Fabulous Templebar Apartment!!,31334640,Brian,,Dublin City,53.34560022854174,-6.259226398115445,Entire home/apt,350,1,5,2018-08-31,1.21,4,271
23408688,Serene St Stephens Green Penthouse,95108395,Killian,,Dublin City,53.3384094206007,-6.252897719909725,Entire home/apt,350,2,2,2018-09-21,0.41,3,301
23408757,"Newley renovated 3bed family home, Malahide Dublin",5144818,Paul,,Fingal,53.4546335797011,-6.179386878516,Private room,60,7,2,2018-09-23,0.41,1,9
23411790,Private Penthouse next to Guinness Storehouse,131612003,Ana,,Dublin City,53.340262925710235,-6.288308419501698,Entire home/apt,71,2,26,2018-10-06,3.70,4,16
23413544,Double room suitable for couple and friends.,46089224,Maicon,,Dublin City,53.35847775079216,-6.259345214471803,Private room,49,2,42,2018-10-01,5.41,1,34
23414744,Private room in family home close to airport/DCU,7152723,Jamie,,Dublin City,53.37980126879517,-6.22882849306446,Private room,40,1,31,2018-06-24,4.10,2,13
23423120,Contemporary Room in The Heart Of The City,174536667,Shuey,,Dublin City,53.342465897797894,-6.26323353235963,Private room,75,1,58,2018-10-14,7.91,6,102
23423309,"Canalside Strolls at an Upscale, Red-brick Townhouse",20778334,Emer,,Dublin City,53.337280344627736,-6.2398140408219716,Entire home/apt,199,2,15,2018-10-15,3.31,1,116
23423316,Charming Top Floor Room In The Heart Of The City,174536667,Shuey,,Dublin City,53.3440209083515,-6.263774484084977,Private room,75,1,53,2018-10-14,7.13,6,90
23428140,Comfy Studio Up To 3 Guests | WiFi | Dublin City,159729209,Marina,,Dublin City,53.33186192260639,-6.282884387973287,Entire home/apt,57,2,3,2018-08-27,0.58,1,44
23428569,Bright room in well served area,117070085,Antonio,,Dublin City,53.31490398536301,-6.283363565277481,Private room,37,2,32,2018-09-29,4.34,1,9
23429430,2 Bedroom Apartment in Great Dublin 2 Location!,53675947,James,,Dublin City,53.344795932309616,-6.2336500717757435,Entire home/apt,90,2,35,2018-10-09,4.67,2,167
23431001,Large Double Room in Spacious Penthouse Apartment,47631343,Gareth,,Dublin City,53.342325525311225,-6.236246931723972,Private room,60,2,38,2018-10-09,4.91,2,308
23432273,Capel Street Food Lover's Apartment,174775108,Jennifer,,Dublin City,53.350147730183565,-6.270905624438381,Entire home/apt,150,2,7,2018-08-26,0.95,1,0
23433153,"New, Cozy bedroom in Quiet Apt in a Great Location",46293288,Francy,,Dublin City,53.3137470163303,-6.278089560833641,Private room,60,1,43,2018-10-12,5.68,1,4
23434862,Fitzwilliam Canal View //,137435771,Andy,,Dublin City,53.34006429912137,-6.228624518755425,Entire home/apt,104,1,0,,,10,51
23435415,Ensuite Double Bedroom Dublin 15,30662549,Charline,,Fingal,53.40290779095298,-6.41058448807101,Private room,100,1,0,,,1,364
23437081,Spacious Bright Bargain Room,174822207,Christopher,,South Dublin,53.30768563821603,-6.321688517803384,Private room,250,1,0,,,1,0
23441357,Cream Room,174872315,Patricia,,Dn Laoghaire-Rathdown,53.2446202969638,-6.120917157091035,Private room,50,2,2,2018-05-28,0.40,2,88
23444703,Trinity College City Centre Dublin Ireland,83386462,Brian & Jessica,,Dublin City,53.344941298217314,-6.252491492264746,Private room,300,2,1,2018-03-18,0.14,2,0
23449117,casa maria,174381029,Maria,,Dublin City,53.34102358061099,-6.265031307204118,Private room,59,2,28,2018-10-16,3.75,1,57
23450005,Amazing Penthouse 2 bedroom Apartment in Dublin.,24422843,Paul,,Dublin City,53.40149311546201,-6.161898207073939,Entire home/apt,130,1,45,2018-09-30,6.89,1,24
23459162,Cosy Georgian apartment,3555892,Andrew,,Dublin City,53.32596118988324,-6.2644932963184345,Entire home/apt,115,1,25,2018-10-15,4.08,3,89
23459501,LUXURIOUS VILLA - BALLSBRIDGE DUBLIN ★★★★★,175049360,Mary,,Dublin City,53.3302868758869,-6.242810625867725,Entire home/apt,340,2,8,2018-08-20,1.61,1,26
23459597,Coopers Residence - City Centre Luxury River Views,8552503,Una,,Dublin City,53.34703774426858,-6.279603112538436,Entire home/apt,501,2,5,2018-09-26,0.85,3,260
23459696,Kilmore,16299234,Jenifer,,Dn Laoghaire-Rathdown,53.30171063559862,-6.177327193327494,Entire home/apt,65,2,21,2018-10-14,3.09,1,95
23461973,Dalkey Designer Studio - large self contained,34963336,Mary,,Dn Laoghaire-Rathdown,53.27584817746783,-6.119755728014373,Entire home/apt,95,2,15,2018-10-07,2.12,2,14
23466447,Beautiful Double Room Near Guinness Brewery Dublin,151562954,Lena,,Dublin City,53.34093114450771,-6.306090378849472,Private room,60,2,22,2018-09-20,3.10,1,52
23466550,Stunning home by the sea near Howth/Malahide,73700502,Dee,,Fingal,53.38723671087015,-6.1354425169454965,Entire home/apt,100,10,1,2018-05-26,0.21,1,0
23467901,Comfort accommodation with excellent bus luas to City Centre,102106083,Mary,,South Dublin,53.3266427764083,-6.392253476654626,Entire home/apt,100,1,1,2018-05-10,0.19,1,257
23468245,Modern Apartment Walking Distance from City Centre,10490070,Maya,,Dublin City,53.34796027966021,-6.292939738411953,Entire home/apt,100,2,24,2018-10-08,5.18,1,154
23477679,Spacious double bedroom beside Phoenix Park,21374158,Suzanne,,Fingal,53.37202844473753,-6.341209334743474,Private room,150,1,1,2018-03-18,0.14,1,0
23477839,"Balrothery, Balbriggan - Single Room",138406227,Pam,,Fingal,53.58934474325742,-6.185122854197221,Private room,35,1,12,2018-08-25,1.85,2,298
23479073,Modern and spacious near Phoenix Park,52472602,Darragh And Belinda,,Dublin City,53.37512573029334,-6.312659491663339,Entire home/apt,317,2,3,2018-09-16,0.63,1,0
23479235,Cozy Flat in the heart of Portobello,47325883,Aline,,Dublin City,53.33206828794649,-6.266956913227795,Private room,100,2,0,,,1,0
23480032,Cozy home near the beach,129350657,Aysen,,Fingal,53.52593588976631,-6.1047460779433855,Private room,50,1,8,2018-09-27,1.13,2,77
23480342,"Edwardian home in Ranelagh, close to city-centre",53956960,Kitty,,Dublin City,53.31886236922646,-6.246266608301356,Entire home/apt,142,5,3,2018-08-12,0.45,1,11
23480492,Charming City Farmhouse- Sleeps 10,8219888,Proinsias,,Dublin City,53.324427552028865,-6.257690999750563,Entire home/apt,247,2,30,2018-09-23,4.23,1,132
23481139,Cosy Double room Ensuite Portmarnock Airport,61684854,Alberto,,Fingal,53.41851041332699,-6.14930114497009,Private room,47,1,5,2018-08-26,0.96,1,58
23482931,Beautiful 4 bedroom house in Harold’s Cross,18188657,Louise,,Dublin City,53.31951028766082,-6.288318881221253,Entire home/apt,150,2,6,2018-07-29,0.85,1,5
23489839,Modern apartment in village setting near Dublin.,17868030,John,,Fingal,53.58645860638155,-6.289944777908572,Entire home/apt,85,3,19,2018-10-08,2.97,1,282
