id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13309475,"Garden Apartment in Dublin 4, September Specials!",70116849,Eóin,,Dublin City,53.32990155626107,-6.243914061521033,Private room,75,1,3,2016-08-15,0.11,1,0
13312397,Modern flat - City Centre Dublin 1,75033433,Sandra,,Dublin City,53.3527212533075,-6.25076527934828,Entire home/apt,100,5,1,2016-07-04,0.04,1,0
13314148,Fabulous 2 bed near City Centre,53242996,Brian,,Dublin City,53.31482317208194,-6.246481713346382,Entire home/apt,160,1,12,2017-09-18,0.44,1,0
13315061,Double room ensuite,75209591,Mait,,Dn Laoghaire-Rathdown,53.30419547473141,-6.202009822869113,Private room,40,1,0,,,1,0
13315311,Modern 2-Bed Apt In Heart Of Historic Dublin,28013070,Hannah,,Dublin City,53.343299342200964,-6.271917147163364,Entire home/apt,169,2,51,2018-08-27,1.81,1,0
13315396,3 bed house Terenure,75268051,Sarah,,Dublin City,53.31422279948114,-6.284134281207962,Entire home/apt,180,5,1,2017-08-18,0.07,1,13
13315603,"96 Tyrconnell Road, Dublin 8",23191772,Bernard,,Dublin City,53.33654881458665,-6.327795900984524,Entire home/apt,225,2,46,2018-09-24,1.64,15,40
13320332,Central at Christchurch,64957866,Annmarie,,Dublin City,53.34291099627439,-6.277608416398867,Entire home/apt,200,2,108,2018-10-12,3.84,6,59
13321000,Cosy 1BDM central Dublin near Temple Bar,62124181,John,,Dublin City,53.34924510306006,-6.269535806650842,Entire home/apt,78,3,74,2018-09-27,2.58,4,149
13323216,Room close to the Dublin Mountains,31275724,Linda,,South Dublin,53.27279597634899,-6.3192813789171565,Private room,30,1,0,,,1,0
13323876,Dublin City Centre Duplex Penthouse w/great views,18709350,Duncan,,Dublin City,53.350172208005986,-6.24667509683469,Entire home/apt,145,2,180,2018-10-01,6.29,1,7
13324323,2 SANDYCOVE  South Dublin Coastal getaway,17041280,Ross,,Dn Laoghaire-Rathdown,53.28653540856544,-6.11324988769696,Entire home/apt,200,2,18,2018-08-29,0.63,3,137
13326351,Spacious room available in a big bright house,75394173,Linda,,Dublin City,53.36454747837032,-6.245405741953624,Private room,30,3,12,2018-02-24,0.42,1,0
13327110,Double Bedroom/ Private bathroom city centre,54211826,Gaelle,,Dublin City,53.35755675419447,-6.243465134915095,Private room,60,1,121,2018-10-07,4.25,1,77
13328227,Super 1 bedroom apartment in great location,54494246,John & Sinead,,Dublin City,53.323270776508835,-6.253304821218547,Entire home/apt,100,5,8,2018-10-02,0.29,2,48
13328693,Beautiful apartment share in heart of Dublin city,2175478,Helen,,Dublin City,53.34511671447614,-6.267902353003191,Private room,75,2,45,2018-10-08,1.58,2,79
13331126,Contemporary city house!,66627037,Fionnuala,,Dublin City,53.33458179196005,-6.279469271716195,Entire home/apt,210,2,9,2018-08-13,0.32,1,0
13338141,Private & relaxed en suite room -Grand Canal Docks,28453791,Sinead,,Dublin City,53.3454862000168,-6.23692597722474,Private room,95,1,28,2018-10-14,1.73,1,11
13339597,City Centre 2 bed Apt.,42229797,Andrew,,Dublin City,53.34927578425683,-6.2296277532944515,Entire home/apt,150,1,0,,,1,0
13341432,Seaview | Double | DART | Cooking,38219718,Michael,,Dn Laoghaire-Rathdown,53.298684695362304,-6.165101461794668,Private room,49,1,81,2018-09-30,2.88,6,32
13341904,Private Room for two+own (Website hidden by Airbnb) Centre,21114014,Rocío,,Dublin City,53.35046123341951,-6.26517758346764,Private room,80,2,41,2018-10-07,1.44,1,8
13343028,Twin Single Bedroom.,75588654,Martin,,South Dublin,53.338818647519275,-6.455231613046506,Private room,120,1,0,,,1,0
13343644,Double bedroom in city center (D1),20301192,Aliénor,,Dublin City,53.35095644861097,-6.266467434258714,Private room,48,2,1,2016-06-20,0.04,1,0
13343786,Stay In Guinness Bank Managers Quarters!,75539180,Paul,,Dublin City,53.34250170468165,-6.276015886069264,Entire home/apt,120,2,181,2018-10-14,6.34,2,127
13344477,"Double Bed Room, Grand Canal, Dublin 4",75605573,Taha,,Dublin City,53.34253897552041,-6.231123311595268,Private room,52,2,2,2016-06-19,0.07,1,0
13345826,Apt in Christchurch-Dublin's Historic Centre (No1),66040510,Patrick,,Dublin City,53.344389722529534,-6.2761261585013175,Entire home/apt,170,1,161,2018-09-02,5.65,8,0
13350885,Guinness Duplex 3 bed,70154490,Gavin  RG,,Dublin City,53.344224096137246,-6.277410551720471,Entire home/apt,137,2,106,2018-10-01,3.84,24,158
13351308,Double room in house,75692554,Derek,,Dublin City,53.358960065546,-6.244895340720646,Private room,50,1,138,2018-08-26,5.01,2,0
13351813,Single Room House Sharing City centre,28045223,Ash,,Dublin City,53.35820816994238,-6.265857990363695,Private room,20,20,0,,,1,0
13352360,Charming Victorian Appartement Dublin City,46496492,Mehdi,,Dublin City,53.35312100433454,-6.29688108089561,Entire home/apt,65,4,21,2018-08-25,0.73,1,1
13352386,TWIN ROOM with ENSUITE close to Dublin City centre,75703392,Michelle,,Dublin City,53.405564654197384,-6.154036782712715,Private room,40,2,39,2018-10-08,1.41,1,53
13353647,"Relaxed & cozy,home2home experience",44246569,Susan,,South Dublin,53.28236926420854,-6.424900085572777,Private room,35,2,43,2018-09-06,1.53,1,353
13354693,Room in modern house with all mod cons,72931600,Philip,,Dublin City,53.364846249154596,-6.258090098816392,Private room,60,1,3,2017-04-13,0.16,3,0
13355723,House in Dublin Suberb 20 minutes from city centre,38841371,Tim,,South Dublin,53.28964413635528,-6.293952668984124,Entire home/apt,125,4,0,,,1,0
13357722,Newly designed mews,70225142,Jackie,,South Dublin,53.28757765079091,-6.319826956209831,Entire home/apt,65,2,43,2018-09-02,1.50,1,45
13365563,Peaceful and Relaxing Space,75864044,Louise,,Fingal,53.38563712336154,-6.4243062903956565,Private room,29,2,12,2018-09-30,0.42,1,0
13365799,Tranquil-Waterside-Aviva-3Arena-RDS-BordGais,56367208,Sean,,Dublin City,53.34041258292392,-6.228646677514731,Entire home/apt,185,3,94,2018-10-15,3.29,1,42
13370054,Temple Bar/Trinity College Refurbished Apartment,75916230,Collette,,Dublin City,53.34532044095701,-6.25341444127166,Entire home/apt,150,3,127,2018-10-12,4.48,4,76
13372909,"Double room in 2 bed apartment ,own bathroom",75947374,Magdalena,,South Dublin,53.27519166507291,-6.305830688096551,Private room,45,1,6,2016-08-19,0.22,1,0
13376271,Tranquil apartment complex close to the City,73206797,Justin,,Dn Laoghaire-Rathdown,53.30063772244229,-6.22852494228373,Entire home/apt,150,2,14,2018-07-11,0.50,2,85
13376776,Comfortable and cozy double bedroom,33687110,Evelyn,,Dublin City,53.32580851749106,-6.265737645210821,Private room,35,1,102,2018-09-24,3.66,3,13
13376902,Large Cozy Double Room-Ensuite beside AVIS Car Ren,45605510,Dee,,Dublin City,53.34130885234473,-6.303633738326122,Private room,65,2,54,2017-11-27,1.95,1,0
13388904,55sqm flat at full disposal near Guinness Brewery,40007229,Mariela,,Dublin City,53.34352306733452,-6.279110321086479,Entire home/apt,95,2,12,2017-10-22,0.46,1,0
13394292,Exquisite double DUBLIN AIRPORT 12 minutes.,74744250,Jack ....Airport,,Fingal,53.44593144998605,-6.178475856058485,Private room,50,1,149,2018-10-11,5.22,1,55
13395077,House with access to one double bedroom city,76193927,Susana,,Dublin City,53.3402716614261,-6.280380548886636,Private room,75,5,0,,,1,0
13395648,1 double bed Dublin City 2 mins from Temple Bar,12609317,Nashila,,Dublin City,53.3473897997937,-6.272917127812401,Entire home/apt,90,2,7,2017-09-17,0.25,1,13
13397033,Cosy house in the heart of Dublin's Inner City,4872909,Justine,,Dublin City,53.3368320226014,-6.2794805717803905,Entire home/apt,110,3,24,2018-08-05,0.86,1,8
13401400,Peaceful & central 2-bed redbrick home & garden,9440002,Valerie,,Dublin City,53.36473516365448,-6.277255690957671,Entire home/apt,216,5,0,,,1,0
13401786,Spacious Apartment in Dublin City Centre,71522971,Colin,,Dublin City,53.351216733872434,-6.268969711748405,Entire home/apt,79,1,0,,,1,0
13405707,Bright top floor apartment in Wyckham Point,27493837,Joyce,,Dn Laoghaire-Rathdown,53.28008500566078,-6.242171624718737,Entire home/apt,200,2,29,2018-09-09,1.09,1,36
13406887,Dublin City Centre Apartment,76332138,Tommy,,Dublin City,53.34474056987256,-6.269680905723936,Entire home/apt,69,1,1,2016-06-09,0.03,1,0
13407245,"Drumcondra, Dublin- Lux Loft Aptmt",18245402,Laura,,Dublin City,53.365615854814244,-6.246370873166484,Private room,85,2,39,2018-10-07,1.37,1,176
13407828,Cozy Studio Apt in the best location of Dublin,76340942,Murilo,,Dublin City,53.33169016225244,-6.26627806968258,Entire home/apt,70,2,9,2016-10-10,0.32,1,0
13412185,Cosy Victorian house near city centre,55010942,Deborah,,Dublin City,53.36361275187408,-6.237260615891819,Entire home/apt,120,2,0,,,1,0
13413719,City centre double Room.,46141943,Miguel,,Dublin City,53.353737618251955,-6.248383221867247,Private room,70,1,13,2016-10-25,0.46,1,364
13414197,2Bright Double Bed in a quiet area near Donnybrook,72291113,Iris,,Dublin City,53.314235922502384,-6.23426853567017,Private room,49,1,2,2016-06-24,0.07,1,0
13415357,Cute quiet place in the heart of Dublin,15639795,Chloé,,Dublin City,53.35097178217124,-6.255733695328681,Entire home/apt,200,2,0,,,1,0
13420249,"Luxury,Stylish 4 Bed House.Sleeps 8",3750254,Fionnuala & Michael,,Dublin City,53.35090163088944,-6.355928665710463,Entire home/apt,220,2,20,2017-06-04,0.72,1,6
13421095,DoubleBedPrivate BathroomBalcony@HeartOfDublinCity,72768467,Mariusz,,Dublin City,53.35193555080169,-6.255875187060571,Private room,60,1,282,2018-10-11,9.94,1,33
13422111,"Luxury Home, Tram to City Centre 13 mins",76505137,Philip,,Dn Laoghaire-Rathdown,53.29300889764264,-6.239758323260838,Entire home/apt,299,3,40,2018-09-09,1.49,1,39
13423008,Charming house in the heart of the City Centre,2347229,Robert,,Dublin City,53.33939743142902,-6.276176484684498,Entire home/apt,160,3,5,2017-03-20,0.18,1,0
13425025,Modern Luxury apartment in Grand Canal,47634220,Nils,,Dublin City,53.34108980831472,-6.237214449100115,Private room,49,1,5,2016-10-02,0.19,1,0
13425880,5 bed family home near Dun Laoghaire (Glenageary).,76539564,Charlene,,Dn Laoghaire-Rathdown,53.27795783519082,-6.135564201721121,Entire home/apt,126,4,0,,,1,0
13430625,2nd double room available in house,75692554,Derek,,Dublin City,53.358011503316604,-6.244733430164314,Private room,41,1,86,2018-08-26,3.14,2,0
13432622,Picturesque coastal village 20m train ride to city,17334259,Julie,,Dn Laoghaire-Rathdown,53.28431075228031,-6.122961659777368,Entire home/apt,100,3,8,2017-08-27,0.29,2,0
13433055,Cosy Two-Bedroom Family Home Beside Croke Park,63791675,Simon,,Dublin City,53.35946086724007,-6.251633015868109,Entire home/apt,110,2,121,2018-10-01,4.45,1,13
13433551,Fab Apartment Close To The Grand Canal,76623232,Ciara And Conor,,Dublin City,53.33145212501586,-6.261838150175026,Entire home/apt,123,2,121,2018-10-08,4.26,1,133
13439665,Private Single room in a cozy flat,76694969,Deangelyn,,Dublin City,53.31572933593292,-6.267378218485603,Private room,60,1,1,2016-09-05,0.04,1,362
13440759,warm welcome in cosy home with great location,7665659,MaryAnn & Ciarán,,Dublin City,53.32462921388018,-6.272581012663562,Private room,49,1,58,2017-09-09,2.09,1,0
13444781,Charming period residence,76409384,Maria,,Dublin City,53.3669365976874,-6.263374684848581,Entire home/apt,35,5,4,2018-08-26,0.28,1,28
13449411,City Center large apartment 48 sq m with a balcony,76800785,Oleg,,Dublin City,53.35760922414646,-6.242997691122733,Entire home/apt,95,1,2,2016-07-11,0.07,1,0
13449518,ArtaneHomes,76799784,Jozsef,,Dublin City,53.37946866087721,-6.189751476269848,Private room,3900,101,2,2018-01-24,0.10,1,0
13449542,Nice central apartment - Heart of Dublin,76803505,Jl,,Dublin City,53.34496490015157,-6.251999694575597,Entire home/apt,95,3,1,2017-08-28,0.07,1,0
13450711,Dublin Castle location apt,11184213,James,,Dublin City,53.34171634411088,-6.269551767292423,Entire home/apt,100,1,17,2016-09-05,0.60,1,0
13451625,Room to rent for solo or couple until June end2016,50601125,Arif,,Dublin City,53.32824705887869,-6.26491899289938,Private room,50,1,2,2016-06-20,0.07,1,0
13451668,Luxurious three bedroom apartment in Mews building,56054504,Mairead,,Dublin City,53.3349432000866,-6.249195789566383,Entire home/apt,625,4,2,2018-06-10,0.43,2,336
13455156,Bright Double Room in the Heart of Old Dublin City,1000157,Suri,,Dublin City,53.33857032785023,-6.279471127498786,Private room,50,2,4,2016-07-02,0.14,1,0
13464893,"Secluded, privately gated townhouse",76981320,Cian,,Dn Laoghaire-Rathdown,53.30495536169427,-6.239934197957692,Entire home/apt,150,5,7,2018-08-11,0.26,1,253
13474058,Lovely double bedroom in Dublin North,49997533,Maria,,Dublin City,53.362182015987315,-6.298974599301003,Private room,45,2,2,2017-08-15,0.13,4,14
13474729,Perfect city centre apt - 4 min walk to Temple Bar,77105555,Linda,,Dublin City,53.34375373005301,-6.27091375611273,Entire home/apt,99,2,6,2017-07-04,0.21,1,0
13474984,Cosy Double room in nice bright 2 Bed apartment,77097287,Ann,,Dn Laoghaire-Rathdown,53.302348601461624,-6.265117250782085,Private room,52,2,56,2018-10-13,1.99,1,68
13476709,SINGLE folded bed in a cozy living room,33687110,Evelyn,,Dublin City,53.32500754698859,-6.264224469253986,Shared room,20,2,76,2018-08-31,2.69,3,255
13477645,Cosy St Patrick's Cathedral apartment,75519919,Tainná,,Dublin City,53.33975666505131,-6.272750427922436,Shared room,11,7,0,,,1,0
13478425,Large 2 bedroom apartment in the best location,73233198,Dave,,Dublin City,53.331136615201004,-6.265596544562756,Entire home/apt,85,7,2,2017-08-06,0.08,1,0
13478834,Heart of Dublin Apartment,20352398,Jerome,,Dublin City,53.34175980787932,-6.278267785221072,Entire home/apt,116,4,4,2017-08-27,0.15,1,0
13484617,Private Room in an amazing flat in Dublin 8,59326182,Rocco,,Dublin City,53.33403692583928,-6.291844602367702,Private room,36,10,0,,,1,0
13484889,Striking Contemporary Home Central Dublin,76702283,Vincent,,Dublin City,53.35964617753493,-6.270691530720389,Entire home/apt,99,3,18,2018-09-14,0.65,1,0
13484967,"Cosy private room in lively area, 5 mins to center",72517438,Eloi Marcel,,Dublin City,53.32127292279753,-6.255557552109892,Private room,46,1,0,,,1,0
13485714,Large modern apartment in the heart of Dublin,72541243,Maxim,,Dublin City,53.33247528391593,-6.256543966960833,Private room,58,1,5,2016-09-11,0.18,1,0
13487246,Cosy double-bed in the centre of Dublin,72762292,Simon,,Dublin City,53.338392589085714,-6.231909441773837,Private room,70,4,0,,,1,0
13487856,Perfect City Centre Apartment,77228772,Serena,,Dublin City,53.345238275062364,-6.255046318961739,Entire home/apt,160,1,0,,,1,0
13490110,Double Bed En Suite in Modern Duplex City Centre,7171042,Cinthia & Dave,,Dublin City,53.345792097734474,-6.237300585879221,Private room,70,2,60,2018-10-08,2.27,1,33
13490289,Dublin House,77302114,Jennifer,,Dn Laoghaire-Rathdown,53.288607871221565,-6.186891178455157,Private room,50,5,0,,,1,0
13490991,"Lovely location in Dublin North, walking distance",49997533,Maria,,Dublin City,53.363219918866925,-6.299428181676348,Private room,45,2,11,2018-08-31,0.41,4,13
13491671,Cozy studio Rathmines 10 min walk from Grafton St,77319721,Eileen,,Dublin City,53.32934479012103,-6.262112148920346,Entire home/apt,70,2,12,2017-08-20,0.43,1,0
13491814,Large Five Bedroom House in Beautiful Location,77321561,Therese,,Dublin City,53.372392466883554,-6.2486311237769625,Entire home/apt,250,5,1,2016-08-22,0.04,1,0
13491904,5 bed family-friendly home 20 mins from the city,24254434,Karl,,Dn Laoghaire-Rathdown,53.27715866300552,-6.171677962553576,Entire home/apt,199,2,0,,,1,0
13492311,Large family home in Sandymount near city centre,69698137,Paul & Ruth,,Dublin City,53.329440354029614,-6.213925500810416,Entire home/apt,220,3,5,2017-08-13,0.19,1,0
13494463,Citycentre Georgianapt free pkng near O'Connell St,31284582,Paul,,Dublin City,53.35854041476652,-6.267989036042737,Entire home/apt,102,2,114,2018-09-29,4.02,43,84
13504928,Entire house in Dublin - lovely location,6442996,Michael,,Dn Laoghaire-Rathdown,53.304190424875955,-6.223375832134088,Entire home/apt,72,5,0,,,1,0
13512937,Lovely locations in Dublin North,49997533,Maria,,Dublin City,53.36299836808135,-6.299302894407048,Private room,48,3,10,2018-09-01,0.61,4,219
13520580,Temple Bar Quiet zone,77660016,James,,Dublin City,53.34454808667136,-6.269330333826031,Entire home/apt,145,3,158,2018-09-23,5.62,1,78
13521129,Double Bed Private Bathroom Parking &Mountain View,77670882,Peter,,South Dublin,53.26927112489318,-6.373867674835999,Private room,35,2,210,2018-10-13,7.56,1,63
13522124,Halfpenny Bridge Holidays Homes - Market View,68350233,Liam,,Dublin City,53.350395407995826,-6.264743305445116,Entire home/apt,139,3,35,2018-10-06,1.50,14,202
13523289,Halfpenny Bridge Holidays Homes - Temple Bar,68350233,Liam,,Dublin City,53.34469162415388,-6.2695808053791255,Entire home/apt,175,4,70,2018-10-09,2.71,14,144
13523578,2 Bedroom Townhouse with Courtyard and Parking,77553923,Margaret,,Dublin City,53.355812163675736,-6.249886225975785,Entire home/apt,131,1,0,,,1,0
13524806,Double bedroom in a well located modern flat !,25572433,Tom,,Dublin City,53.35846028053236,-6.2539302560178625,Private room,150,2,25,2017-07-23,0.91,1,0
13526430,WholeModernHouse@DublinCity/Airport,77555767,Eibhlín,,Dublin City,53.38707675613394,-6.220661954755439,Entire home/apt,210,1,0,,,1,0
13527897,"Cosy, comfortable home with garden",15940266,Sinead,,Dublin City,53.31690483919721,-6.28709979857031,Entire home/apt,135,3,3,2016-08-28,0.11,1,0
13529626,Comfortable Apt in City Center D1,41983221,Oscar,,Dublin City,53.34728814569511,-6.261971071100809,Entire home/apt,200,1,28,2016-10-31,0.99,4,0
13530393,Spacious Docklands Apt Close to City Cnt (parking),77768591,Niall & Lynette,,Dublin City,53.349875527173886,-6.232390802871576,Entire home/apt,93,1,76,2018-10-08,2.74,1,0
13534267,Double Bedroom between airport&city,77342590,Roland,,Dublin City,53.377680191791114,-6.2668045139047805,Private room,30,1,41,2017-12-30,1.45,1,248
13535141,Lovely bright room in quiet house,77840078,Patsy,,Dublin City,53.37565954269919,-6.2105145577708925,Private room,35,1,0,,,1,0
13538844,"Great apartment, gorgeous location in the IFSC",55137919,Karn,,Dublin City,53.348989215741774,-6.243786328574351,Private room,55,1,8,2016-11-14,0.29,1,0
13539622,Small spacious cottage,43911061,Elaine,,Dn Laoghaire-Rathdown,53.27979009973162,-6.13779890697377,Entire home/apt,120,2,63,2018-09-11,2.26,1,1
13540376,"Double Bedroom in cozy appartment, suits couples.",77891834,Hugo,,Dublin City,53.351246509920095,-6.251971362564562,Private room,40,1,0,,,1,0
13540433,79 Location Location & Beautiful!,20022949,Katrine,,Dublin City,53.349831468290006,-6.266021471802755,Entire home/apt,140,4,100,2018-09-30,3.56,3,2
13540670,Ensuite double bedroom in family home,77790995,Niall,,Dublin City,53.330720653978545,-6.214316905825789,Private room,83,2,27,2018-09-23,0.99,1,21
13542778,Modern City Centre Apt 5 min walk to Temple Bar,35049121,John,,Dublin City,53.34330188627811,-6.272996765536299,Entire home/apt,120,1,39,2018-08-30,1.39,21,76
13544982,City centre spot,21120601,Tracey,,Dublin City,53.34178955633785,-6.2735693119822455,Private room,60,1,32,2018-04-02,1.57,1,0
13545935,Double Bedroom! Amazing Location!,64271380,Fernando,,Dublin City,53.34434776403082,-6.267573066950982,Private room,85,2,157,2018-10-13,5.61,1,82
13546167,"Nicely renovated, 2 bedrooms near O'Connell Street",15929897,Joan,,Dublin City,53.35728960020812,-6.25072170512089,Entire home/apt,130,2,105,2018-10-10,3.90,2,49
13546713,"Private top floor of a cozy house, 2 rooms&shower",32038002,Aliona,,Dublin City,53.373052071750486,-6.2409347423211186,Private room,60,2,28,2017-08-02,0.99,1,0
13548906,Nice room for short or long stay,48804848,Eduardo,,Fingal,53.38628537047781,-6.373074443558926,Private room,40,1,2,2016-10-24,0.07,1,198
13553444,Lovely  Room in City Centre  Edwardian House,70799129,Sinead,,Dublin City,53.35356889313611,-6.248206119647863,Private room,55,2,38,2018-10-16,1.37,2,0
13558630,A real taste of Dublin.,31132786,Breda,,Dublin City,53.34089205893596,-6.231552222433401,Entire home/apt,150,2,21,2018-09-30,0.75,1,40
13558807,"Classic Dublin redbrick terrace, by the sea",37883893,Alison,,Dn Laoghaire-Rathdown,53.29117326778734,-6.1405259789282125,Entire home/apt,140,3,2,2016-08-18,0.07,1,0
13558954,Between the mountains and the sea,34777303,Lauren,,Dn Laoghaire-Rathdown,53.22883218718299,-6.123642782595941,Entire home/apt,57,1,0,,,1,0
13562828,Cosy house in a quiet area,23088314,Luis Henrique,,Fingal,53.39952078515868,-6.4131330032888405,Private room,38,15,2,2018-06-04,0.07,1,0
13568163,Historic Period Property - Apartment (No3),66040510,Patrick,,Dublin City,53.34975592803154,-6.259574672461792,Entire home/apt,300,1,187,2018-09-30,6.74,8,45
13568712,CENTRAL LOCATION - 1 BEDROOM APARTMENT,76701241,Kathleen,,Dublin City,53.34597121568397,-6.284167826558129,Entire home/apt,100,2,87,2018-09-30,3.10,1,40
13570436,Family Home,78253255,Katherine,,Dn Laoghaire-Rathdown,53.28045890475913,-6.1546249851971275,Entire home/apt,200,1,0,,,1,0
13576400,Fabulous Apartment City Centre,2273966,Barry,,Dublin City,53.35197598965951,-6.26957198434074,Entire home/apt,122,1,4,2016-08-15,0.14,2,45
13576857,All Airbnb House - Large Double Room,78323559,Adrienne,,Dublin City,53.378826316990605,-6.227683206285262,Private room,39,1,167,2018-09-28,6.00,10,33
13576949,Bedroom 4,72545078,Mary,,Dublin City,53.37046294948456,-6.241117871823773,Private room,60,2,5,2016-10-31,0.18,3,288
13577314,Double room with en suite close to Dublin Airport,60990203,Warren,,Fingal,53.406939991582846,-6.174607112737584,Private room,40,1,216,2018-09-29,7.70,1,289
13580813,Tranquil,78385946,Kim,,Dn Laoghaire-Rathdown,53.2145636370824,-6.131681642952374,Private room,37,1,1,2016-06-26,0.04,1,0
13583555,All Airbnb House - Bright Double Room,78323559,Adrienne,,Dublin City,53.380471900420794,-6.226077874434726,Private room,39,1,148,2018-09-29,5.34,10,65
13583894,"Gorgeous Apt, 1 minute walk to Phoenix Park",24799163,Katie,,Dublin City,53.3475167699854,-6.30660348867421,Entire home/apt,500,2,3,2017-08-14,0.11,1,0
13585175,All Airbnb House - Bright Single Room w/ Workspace,78323559,Adrienne,,Dublin City,53.38016218332201,-6.226336426130696,Private room,33,1,151,2018-09-30,5.42,10,61
13587448,Spacious Family Home in leafy suburb near UCD,30370899,Sarah,,Dn Laoghaire-Rathdown,53.30161338116099,-6.2247551541646,Entire home/apt,100,3,3,2016-08-01,0.11,1,0
13587978,One large double room with en suite,78470171,Eileen,,Fingal,53.42984529723119,-6.129923044835292,Private room,55,1,14,2017-09-24,0.50,1,0
13589418,Chilled house near city centre and airport,11552373,Michael,,Dublin City,53.37898096934755,-6.204437590375426,Private room,50,2,5,2016-11-01,0.20,1,0
13592929,Stylish and Modern 3 Bedroom,23260110,Marie,,Fingal,53.38836273851001,-6.132252617464242,Entire home/apt,199,2,7,2018-09-01,0.26,1,315
13593996,One Bedroom Apartment Dublin 8,54943076,Emer,,Dublin City,53.334074732106316,-6.275131410804548,Entire home/apt,95,3,0,,,1,0
13594700,"Modern Dublin 4 Bed House, Sleeps 6 with Parking",68620450,Zabrina,,Fingal,53.41993463496826,-6.391685459518652,Entire home/apt,200,3,9,2017-11-18,0.54,2,364
13594814,Convenient & gorgeous double room | Parnell Road |,78574031,Lorraine,,Dublin City,53.331899887735815,-6.285234248857314,Private room,50,2,7,2018-08-29,2.44,1,43
13597028,Stylish Two Bedroom in Heart of Dublin City Centre,5631862,Laura,,Dublin City,53.34404728993975,-6.2694963864860584,Entire home/apt,250,2,10,2017-02-14,0.36,1,0
13597329,"Beautiful modern house in Bray, great location.",41129353,Stuart,,Dn Laoghaire-Rathdown,53.21144965985902,-6.112046137198435,Entire home/apt,120,7,3,2017-08-19,0.11,1,0
13601197,Luxury Apartment in Custom House Square. IFSC,75916230,Collette,,Dublin City,53.34901187367688,-6.240276447399399,Entire home/apt,120,3,107,2018-10-13,4.16,4,68
13601287,Charming Victorian Townhouse,78653356,Helen,,Dublin City,53.32028724208358,-6.254269305648426,Private room,70,1,110,2018-10-14,3.91,2,321
13602045,Small cozy double bed in quiet neighborhood,78663866,Stefi And Laurent,,Dublin City,53.33718761180662,-6.295488982178901,Private room,40,2,43,2017-07-23,1.53,1,0
13602415,Bright + Spacious Apartment in Dundrum (Rockfield),78667415,Eoin,,Dn Laoghaire-Rathdown,53.284758104583865,-6.233815991929366,Private room,60,1,34,2018-07-31,1.23,1,0
13602487,"Hidden gem of a house, 15 mins from city centre.",26585201,Emer,,Dn Laoghaire-Rathdown,53.290669384976646,-6.188736555719114,Entire home/apt,90,2,4,2017-03-20,0.15,2,0
13609866,Peaceful house near the city,2658523,Leah,,Dublin City,53.326626937014375,-6.247841226371481,Entire home/apt,200,3,5,2016-08-25,0.18,1,0
13610824,Spacious en-suite in Dublin's best neighbourhood,78779116,Ronat,,Dublin City,53.326713443706865,-6.223136203717242,Private room,110,2,21,2017-11-18,0.80,1,0
13612781,Apartment in Dublin,78799900,Tharundeo,,Dublin City,53.35588230558574,-6.260674303102224,Private room,45,1,7,2016-08-17,0.26,2,0
13613395,dublin centrel,78801818,Danny,,Dublin City,53.34583749974286,-6.261700507416959,Entire home/apt,108,2,128,2018-10-04,4.75,1,155
13619806,"Hanover Quay Heaven - 3 Bedroom 1,000 sqft",78858092,Beverley,,Dublin City,53.34472267124316,-6.235464804752067,Entire home/apt,265,2,65,2018-10-15,2.39,1,308
13620184,**Nice and comfy room in the middle CITY CENTRE***,16238171,Maria,,Dublin City,53.347371497601564,-6.267198710485441,Private room,80,1,111,2018-09-27,4.01,1,0
13620699,1 bedroom Apt. with full facilities. Close to City,78889552,Mary,,Dublin City,53.34562852454838,-6.342368193205443,Entire home/apt,50,1,3,2017-09-03,0.12,1,0
13621722,Modern Two-bedroom Apartment by the Canal,33506395,Casper,,Dublin City,53.33414742715646,-6.244171953390953,Entire home/apt,130,2,3,2016-08-15,0.11,1,0
13622584,Recently renovated 1 bedroom apartment,8829774,Caroline & Martin,,Dn Laoghaire-Rathdown,53.25544180240172,-6.214692368089465,Entire home/apt,90,2,10,2018-09-24,0.90,1,348
13627978,Flat in Georgian House,15009730,Ciriana,,Dublin City,53.331472918857415,-6.2226779433717185,Entire home/apt,90,2,15,2018-10-01,0.55,1,42
13628831,Suite E,69652113,Parnell,,Dublin City,53.35034710263499,-6.26169253334435,Entire home/apt,72,1,155,2018-10-16,5.50,5,130
13629668,Suite F Cozy flat in City Centre,69652113,Parnell,,Dublin City,53.350696052295234,-6.2616218510422,Entire home/apt,85,1,147,2018-10-13,5.34,5,131
13631175,House in the Heart of Stoneybatter,17376590,James,,Dublin City,53.35231436824331,-6.289897107677895,Entire home/apt,95,2,18,2018-09-09,0.71,1,0
13631620,Bright and spacious room in Dublin's best location,9044351,Daniel,,Dublin City,53.323613639298244,-6.236782733278041,Private room,50,7,0,,,1,0
13634040,En-suite room close to Dublin's business hub,14163367,Andy,,Dublin City,53.342529721022345,-6.228763340290284,Private room,64,5,8,2018-06-15,0.30,2,340
13638012,City centre 1 bed apt,79100907,Ann,,Dublin City,53.35521677900045,-6.255727076864182,Entire home/apt,91,3,4,2017-08-26,0.15,1,0
